2018-12-06 19:39:30,163 INFO Episode 1	Last reward: 201.06294392468428	Average reward 23.96
2018-12-06 19:39:30,165 DEBUG backend agg version v2.2
2018-12-06 19:39:30,203 DEBUG findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to Liberation Sans ('/usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf') with score of 2.050000
2018-12-06 19:39:35,836 INFO Episode 2	Last reward: 166.41491876400931	Average reward 71.60
2018-12-06 19:39:41,809 INFO Episode 3	Last reward: 60.12365384832345	Average reward 78.93
2018-12-06 19:39:48,198 INFO Episode 4	Last reward: 193.87522912782114	Average reward 100.71
2018-12-06 19:39:54,550 INFO Episode 5	Last reward: 233.06758783362406	Average reward 202.07
2018-12-06 19:40:04,569 INFO Episode 6	Last reward: 73.36013777131213	Average reward 88.11
2018-12-06 19:40:12,890 INFO Episode 7	Last reward: 87.28457542365871	Average reward 317.35
2018-12-06 19:40:19,596 INFO Episode 8	Last reward: 168.0974419082865	Average reward 197.97
2018-12-06 19:40:25,435 INFO Episode 9	Last reward: 71.75910941360148	Average reward 187.37
2018-12-06 19:40:31,271 INFO Episode 10	Last reward: 26.794370215574677	Average reward 135.23
2018-12-06 19:40:37,578 INFO Episode 11	Last reward: 86.50650582692717	Average reward 257.25
2018-12-06 19:40:43,018 INFO Episode 12	Last reward: 60.494272449091994	Average reward 254.90
2018-12-06 19:40:48,603 INFO Episode 13	Last reward: 73.62481449039333	Average reward 100.30
2018-12-06 19:40:54,270 INFO Episode 14	Last reward: 26.884045606702163	Average reward 18.83
2018-12-06 19:41:01,046 INFO Episode 15	Last reward: 9.655912103191584	Average reward 63.84
2018-12-06 19:41:08,513 INFO Episode 16	Last reward: 545.130518951393	Average reward 188.36
2018-12-06 19:41:16,475 INFO Episode 17	Last reward: 433.6342716956983	Average reward 120.31
2018-12-06 19:41:22,573 INFO Episode 18	Last reward: 21.050732432572055	Average reward 56.76
2018-12-06 19:41:28,261 INFO Episode 19	Last reward: 26.24070750564626	Average reward 133.67
2018-12-06 19:41:34,202 INFO Episode 20	Last reward: 201.23676175998574	Average reward 56.85
2018-12-06 19:41:39,769 INFO Episode 21	Last reward: 21.097614998549627	Average reward 132.44
2018-12-06 19:41:45,673 INFO Episode 22	Last reward: 20.836661535958978	Average reward 22.77
2018-12-06 19:41:51,628 INFO Episode 23	Last reward: 3.3187928495942574	Average reward 0.40
2018-12-06 19:41:58,101 INFO Episode 24	Last reward: 2.33416357914819	Average reward 0.00
2018-12-06 19:42:04,435 INFO Episode 25	Last reward: 3.532322684208953	Average reward 1.56
