2018-12-05 23:36:50,628 INFO Episode 1	Last reward: 467.4858044345165	Average reward 417.31
2018-12-05 23:36:50,630 DEBUG backend agg version v2.2
2018-12-05 23:36:50,701 DEBUG findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to Liberation Sans ('/usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf') with score of 2.050000
2018-12-05 23:36:54,990 INFO Episode 2	Last reward: 765.088197100448	Average reward 602.81
2018-12-05 23:36:59,282 INFO Episode 3	Last reward: 952.0590387395989	Average reward 839.42
2018-12-05 23:37:03,326 INFO Episode 4	Last reward: 1327.1033904604199	Average reward 1413.26
2018-12-05 23:37:08,253 INFO Episode 5	Last reward: 3650.001882036702	Average reward 2762.94
2018-12-05 23:37:14,226 INFO Episode 6	Last reward: 5241.4656562553655	Average reward 5459.89
2018-12-05 23:37:19,904 INFO Episode 7	Last reward: 7491.59782101751	Average reward 7490.52
2018-12-05 23:37:24,911 INFO Episode 8	Last reward: 7492.624062923928	Average reward 6706.52
2018-12-05 23:37:30,439 INFO Episode 9	Last reward: 7494.098470039596	Average reward 7495.06
2018-12-05 23:37:35,836 INFO Episode 10	Last reward: 7495.820595078758	Average reward 7496.10
2018-12-05 23:37:41,475 INFO Episode 11	Last reward: 7497.04621647565	Average reward 7495.62
2018-12-05 23:37:47,317 INFO Episode 12	Last reward: 7494.650419472211	Average reward 7496.10
2018-12-05 23:37:52,939 INFO Episode 13	Last reward: 7496.840218952026	Average reward 7497.05
2018-12-05 23:37:58,517 INFO Episode 14	Last reward: 7496.806889706732	Average reward 7497.00
2018-12-05 23:38:03,983 INFO Episode 15	Last reward: 7498.6534395022445	Average reward 7498.40
2018-12-05 23:38:09,539 INFO Episode 16	Last reward: 7497.330515929265	Average reward 7497.70
2018-12-05 23:38:15,351 INFO Episode 17	Last reward: 7495.988860665306	Average reward 7496.22
2018-12-05 23:38:20,691 INFO Episode 18	Last reward: 7498.349811245219	Average reward 7497.37
2018-12-05 23:38:26,360 INFO Episode 19	Last reward: 7498.860600873214	Average reward 7498.23
2018-12-05 23:38:31,903 INFO Episode 20	Last reward: 7498.841484069342	Average reward 7498.86
2018-12-05 23:38:37,611 INFO Episode 21	Last reward: 7496.823506437375	Average reward 7497.85
