2018-12-05 13:44:17,477 INFO Episode 1	Last reward: 8674.565842476784	Average reward 8690.54
2018-12-05 13:44:17,478 DEBUG backend agg version v2.2
2018-12-05 13:44:17,556 DEBUG findfont: Matching :family=sans-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to Liberation Sans ('/usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf') with score of 2.050000
2018-12-05 13:44:23,018 INFO Episode 2	Last reward: 8606.162154532441	Average reward 8594.11
2018-12-05 13:44:28,442 INFO Episode 3	Last reward: 8171.239849063486	Average reward 8139.14
2018-12-05 13:44:33,756 INFO Episode 4	Last reward: 8255.518361942353	Average reward 8016.15
2018-12-05 13:44:39,381 INFO Episode 5	Last reward: 7520.758138256298	Average reward 7504.51
2018-12-05 13:44:44,861 INFO Episode 6	Last reward: 7490.000699087545	Average reward 7489.80
2018-12-05 13:44:50,517 INFO Episode 7	Last reward: 7488.3632605446755	Average reward 7488.08
2018-12-05 13:44:56,238 INFO Episode 8	Last reward: 7487.539436505346	Average reward 7491.13
2018-12-05 13:45:01,868 INFO Episode 9	Last reward: 7492.295882988359	Average reward 7609.78
2018-12-05 13:45:07,540 INFO Episode 10	Last reward: 7490.98992643195	Average reward 7491.49
2018-12-05 13:45:13,287 INFO Episode 11	Last reward: 7712.846484415018	Average reward 7753.66
2018-12-05 13:45:18,790 INFO Episode 12	Last reward: 7490.805609513584	Average reward 7490.33
2018-12-05 13:45:24,512 INFO Episode 13	Last reward: 7760.169249847695	Average reward 7978.03
2018-12-05 13:45:30,156 INFO Episode 14	Last reward: 8101.365423847995	Average reward 7923.65
2018-12-05 13:45:35,771 INFO Episode 15	Last reward: 7975.432615242564	Average reward 8060.08
2018-12-05 13:45:41,501 INFO Episode 16	Last reward: 8004.230543256616	Average reward 7982.60
2018-12-05 13:45:47,099 INFO Episode 17	Last reward: 7897.135810134899	Average reward 7853.44
2018-12-05 13:45:52,775 INFO Episode 18	Last reward: 7775.020277272139	Average reward 7874.84
2018-12-05 13:45:58,388 INFO Episode 19	Last reward: 7699.035243708053	Average reward 7593.70
2018-12-05 13:46:04,166 INFO Episode 20	Last reward: 7491.871831745978	Average reward 7523.45
2018-12-05 13:46:09,671 INFO Episode 21	Last reward: 7485.652146492623	Average reward 7486.90
2018-12-05 13:46:15,084 INFO Episode 22	Last reward: 7485.4854912205665	Average reward 7488.84
2018-12-05 13:46:20,697 INFO Episode 23	Last reward: 7490.8247383092885	Average reward 7491.31
2018-12-05 13:46:26,371 INFO Episode 24	Last reward: 7490.121060026801	Average reward 7490.67
2018-12-05 13:46:32,103 INFO Episode 25	Last reward: 7488.407816439394	Average reward 7489.37
2018-12-05 13:46:37,788 INFO Episode 26	Last reward: 7496.331143189702	Average reward 7494.16
2018-12-05 13:46:43,418 INFO Episode 27	Last reward: 7489.48602878499	Average reward 7491.12
2018-12-05 13:46:49,058 INFO Episode 28	Last reward: 7506.587072110492	Average reward 7505.33
2018-12-05 13:46:54,799 INFO Episode 29	Last reward: 7495.351047644814	Average reward 7494.68
2018-12-05 13:47:00,428 INFO Episode 30	Last reward: 7557.241470492508	Average reward 7559.95
2018-12-05 13:47:06,076 INFO Episode 31	Last reward: 7524.878531077374	Average reward 7507.23
2018-12-05 13:47:11,877 INFO Episode 32	Last reward: 7489.13969294272	Average reward 7489.38
2018-12-05 13:47:17,586 INFO Episode 33	Last reward: 7488.421752010847	Average reward 7487.85
2018-12-05 13:47:22,915 INFO Episode 34	Last reward: 7487.718653293444	Average reward 7488.10
2018-12-05 13:47:28,646 INFO Episode 35	Last reward: 7490.419934088794	Average reward 7490.30
2018-12-05 13:47:34,414 INFO Episode 36	Last reward: 7471.300471704949	Average reward 7479.11
2018-12-05 13:47:40,087 INFO Episode 37	Last reward: 7489.026320726434	Average reward 7490.34
2018-12-05 13:47:45,682 INFO Episode 38	Last reward: 7490.124687424558	Average reward 7488.71
2018-12-05 13:47:51,403 INFO Episode 39	Last reward: 7486.827263228574	Average reward 7487.42
2018-12-05 13:47:57,378 INFO Episode 40	Last reward: 7486.980219185907	Average reward 7488.91
2018-12-05 13:48:03,138 INFO Episode 41	Last reward: 7491.276198985497	Average reward 7489.67
2018-12-05 13:48:09,048 INFO Episode 42	Last reward: 7484.475830124123	Average reward 7483.99
2018-12-05 13:48:14,676 INFO Episode 43	Last reward: 7496.4067010054605	Average reward 7491.86
2018-12-05 13:48:20,356 INFO Episode 44	Last reward: 7470.314996061624	Average reward 7479.85
2018-12-05 13:48:26,097 INFO Episode 45	Last reward: 7479.483800235397	Average reward 7476.50
2018-12-05 13:48:32,015 INFO Episode 46	Last reward: 7489.0843896405695	Average reward 7486.53
2018-12-05 13:48:37,700 INFO Episode 47	Last reward: 7473.578353063023	Average reward 7477.89
2018-12-05 13:48:43,519 INFO Episode 48	Last reward: 7487.981604405377	Average reward 7486.36
2018-12-05 13:48:49,215 INFO Episode 49	Last reward: 7485.768241866565	Average reward 7484.70
2018-12-05 13:48:55,052 INFO Episode 50	Last reward: 7484.760939244516	Average reward 7483.97
2018-12-05 13:49:00,862 INFO Episode 51	Last reward: 7482.373809478985	Average reward 7480.08
2018-12-05 13:49:06,641 INFO Episode 52	Last reward: 7487.59906341913	Average reward 7487.13
2018-12-05 13:49:12,326 INFO Episode 53	Last reward: 7490.259904441425	Average reward 7489.29
2018-12-05 13:49:18,077 INFO Episode 54	Last reward: 7489.387009738307	Average reward 7483.99
2018-12-05 13:49:23,657 INFO Episode 55	Last reward: 7489.476956431699	Average reward 7489.67
2018-12-05 13:49:29,285 INFO Episode 56	Last reward: 7494.805681353281	Average reward 7489.94
2018-12-05 13:49:35,018 INFO Episode 57	Last reward: 7488.948942085805	Average reward 7490.38
2018-12-05 13:49:40,679 INFO Episode 58	Last reward: 7493.705147793755	Average reward 7492.07
2018-12-05 13:49:46,176 INFO Episode 59	Last reward: 7491.240030898205	Average reward 7491.06
2018-12-05 13:49:51,963 INFO Episode 60	Last reward: 7483.798811858432	Average reward 7485.53
2018-12-05 13:49:57,604 INFO Episode 61	Last reward: 7486.051123810381	Average reward 7485.52
2018-12-05 13:50:03,405 INFO Episode 62	Last reward: 7491.701633658067	Average reward 7487.66
2018-12-05 13:50:08,744 INFO Episode 63	Last reward: 7495.156711022437	Average reward 7495.75
2018-12-05 13:50:14,188 INFO Episode 64	Last reward: 7496.828771320065	Average reward 7493.92
2018-12-05 13:50:19,810 INFO Episode 65	Last reward: 7497.296774763333	Average reward 7495.37
2018-12-05 13:50:25,468 INFO Episode 66	Last reward: 7492.196030130846	Average reward 7488.94
